source_file,window,source_tag,source_mode,source_tier,source_champion,champion,champion_slug,games,winrate,pickrate,item_id1,item_id2,item_id3,item_id4,item_id5,item_en1,item_en2,item_en3,item_en4,item_en5,item_zh1,item_zh2,item_zh3,item_zh4,item_zh5
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,254,0.4685,0.000266,223078,323004,223161,226694,223153,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Blade of The Ruined King,三相之力,魔劍正宗,精進之矛,席利妲咒怨,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,228,0.4868,0.000239,223078,323004,223161,226694,223072,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Bloodthirster,三相之力,魔劍正宗,精進之矛,席利妲咒怨,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,77,0.5455,0.008100000000000001,223078,323004,223161,226694,223156,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Maw of Malmortius,三相之力,魔劍正宗,精進之矛,席利妲咒怨,魔提斯深淵
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,61,0.5246,0.0064,223078,323004,223161,226694,223074,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Ravenous Hydra,三相之力,魔劍正宗,精進之矛,席利妲咒怨,狂怒九頭蛇
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,54,0.5556,0.005699999999999999,223078,323004,226694,223161,223072,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,Bloodthirster,三相之力,魔劍正宗,席利妲咒怨,精進之矛,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,52,0.44229999999999997,0.0054,223078,323004,223161,223072,226694,Trinity Force,Manamune,Spear of Shojin,Bloodthirster,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,嗜血者,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,51,0.4902,0.0053,223078,323004,223161,223153,226694,Trinity Force,Manamune,Spear of Shojin,Blade of The Ruined King,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,殞落王者之劍,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,46,0.3696,0.0048,223078,323004,226694,223161,223153,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,Blade of The Ruined King,三相之力,魔劍正宗,席利妲咒怨,精進之矛,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,42,0.381,0.0044,223078,323004,226694,223153,223161,Trinity Force,Manamune,Serylda's Grudge,Blade of The Ruined King,Spear of Shojin,三相之力,魔劍正宗,席利妲咒怨,殞落王者之劍,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,39,0.4103,0.0040999999999999995,223078,323004,223161,226694,667666,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,The Collector,三相之力,魔劍正宗,精進之矛,席利妲咒怨,蒐集者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,30,0.2667,0.0031,223078,323004,223161,226694,323110,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Frozen Heart,三相之力,魔劍正宗,精進之矛,席利妲咒怨,冰霜之心
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,26,0.3846,0.0027,223078,323004,223161,223156,226694,Trinity Force,Manamune,Spear of Shojin,Maw of Malmortius,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,魔提斯深淵,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,25,0.48,0.0026,223078,323004,223161,226694,223139,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Mercurial Scimitar,三相之力,魔劍正宗,精進之矛,席利妲咒怨,水星彎刀
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,25,0.6,0.0026,223078,323004,223153,226694,223161,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,精進之矛
