source_file,window,source_tag,source_mode,source_tier,source_champion,champion,champion_slug,games,winrate,pickrate,item_id1,item_id2,item_id3,item_id4,item_id5,item_en1,item_en2,item_en3,item_en4,item_en5,item_zh1,item_zh2,item_zh3,item_zh4,item_zh5
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,226694,222504,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Kaenic Rookern,三相之力,魔劍正宗,精進之矛,席利妲咒怨,凱尼克欺瞞者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,226695,226694,223161,Trinity Force,Manamune,Serpent's Fang,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,巨蛇鋒牙,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,226694,223161,667666,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,The Collector,三相之力,魔劍正宗,席利妲咒怨,精進之矛,蒐集者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,223161,323004,667666,226694,Trinity Force,Spear of Shojin,Manamune,The Collector,Serylda's Grudge,三相之力,精進之矛,魔劍正宗,蒐集者,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,226694,,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,那歐疾刃,三相之力,魔劍正宗,精進之矛,席利妲咒怨,
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,323004,223078,226694,223161,226695,Manamune,Trinity Force,Serylda's Grudge,Spear of Shojin,Serpent's Fang,魔劍正宗,三相之力,席利妲咒怨,精進之矛,巨蛇鋒牙
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,223072,223074,Trinity Force,Manamune,Spear of Shojin,Bloodthirster,Ravenous Hydra,三相之力,魔劍正宗,精進之矛,嗜血者,狂怒九頭蛇
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,223161,226694,323004,223072,Trinity Force,Spear of Shojin,Serylda's Grudge,Manamune,Bloodthirster,三相之力,精進之矛,席利妲咒怨,魔劍正宗,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,667666,226694,223153,Trinity Force,Manamune,The Collector,Serylda's Grudge,Blade of The Ruined King,三相之力,魔劍正宗,蒐集者,席利妲咒怨,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,,,,223078,323004,223161,226694,226699,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Voltaic Cyclosword,三相之力,魔劍正宗,精進之矛,席利妲咒怨,電流旋風劍
